Name,Age,Nationality,Potential,Club,International Reputation,Weak Foot,Skill Moves,Body_Type,Attacking_Work_Rate,Defensive_Work_Rate,CB,CDM,CF,CM,GK,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RES,RF,RM,RS,RW,RWB,ST,SUB,BMI,Age_Group,Value_to_Potential
Y. Maronne,20,66.25481481481482,65,61.56539047901999,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.395413419331717,2,4230.7692307692305
21 J. Bustos,26,66.84351713859911,68,63.270458218711,1.0,4.0,4.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.120623596247853,0,16176.470588235294
M. Pinnock,27,61.01479046836483,65,61.29563483851462,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.113573407202217,0,11538.461538461539
A. Conti,28,67.14691943127963,73,67.04899059600538,2.0,2.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.448015122873343,0,38356.16438356164
N. Toggenburger,18,61.72667040085065,71,61.02998673143921,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.530864197530864,2,3380.281690140845
D. Vera,19,63.19097222222265,69,63.64095095229354,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.897959183673468,2,6884.057971014493
22 D. Soto,19,63.24892703869952,69,63.09881752346183,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.857142857142858,2,7608.695652173913
M. Ugalde,20,64.85351603364296,77,64.83936170212766,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.720438370810918,2,24675.324675324675
21 Felipe Micael,18,70.6844547563805,74,62.64441877497561,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.146319909102385,2,7770.27027027027
21 H. Plazas,27,62.46376811594901,61,62.52052415613021,1.0,2.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.23563170124017,0,5327.868852459016
22 Heo Yul,20,55.45909092541449,73,60.82950205914185,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.35633171360305,2,7534.246575342466
E. Osam,24,57.3617886188073,61,59.48550260686167,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.093170054286073,0,3278.688524590164
22 L. García,21,63.24892703869952,71,63.034384893564244,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.545706371191137,2,6690.140845070423
A. Al Alawi,25,54.937501417135586,59,64.25509989968528,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.80869017191275,0,2711.864406779661
N. Singh,23,51.946337283508086,63,59.23380882766291,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.26530612244898,0,3809.5238095238096
22 T. De Nipoti,17,67.14691943127963,80,69.6049150716702,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.148148148148145,2,8437.5
21 A. Valero,20,62.46376811594901,71,62.52052415613021,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.221453287197235,2,16901.408450704224
21 T. Thioub,22,66.44953844859191,68,61.95495006175924,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.931623931623932,0,8088.235294117647
Neskes,20,67.33545108005083,77,63.556358142514824,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.34351559258195,2,18181.81818181818
22 B. Bermingham,19,59.30483883613983,67,59.51459788476362,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.837370242214536,2,5223.880597014925
D. Selke,27,63.3562945368171,72,68.37060502104337,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.090729783037478,0,30555.555555555555
22 S. Estacio,19,63.19097222222265,72,63.64095095229354,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.04981790236894,2,6597.222222222223
H. Lezcano,24,63.01687763726706,63,62.19578267850934,1.0,3.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.913494809688583,0,7936.507936507936
20 D. Basta,34,67.0738741898177,76,70.08962962354475,2.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.49959688255845,1,35526.31578947369
22 Léo Ceará,26,70.6844547563805,71,63.558364116438895,1.0,3.0,3.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.61810377477591,0,26760.563380281692
22 J. Kenny,17,58.53216508417798,60,61.34625536619665,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.604938271604937,2,1333.3333333333333
Renan Lodi,24,70.6844547563805,85,73.13027147927215,1.0,3.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.720438370810918,0,347058.82352941175
B. Rother,25,63.3562945368171,68,62.43031982348721,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.92485822306238,0,11029.411764705883
21 I. Miño,28,63.01687763726706,64,62.14579776966275,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.985397512168742,0,8984.375
S. Lagerlund,19,59.94615384628343,70,62.692929366409246,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.967857555786793,2,3928.5714285714284
J. Graterol,25,62.46376811594901,81,63.176572986237495,1.0,3.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.47210743801653,0,86419.75308641975
J. Vokins,22,61.01479046836483,72,66.56949510200712,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.604938271604937,0,13888.888888888889
21 A. Sánchez,20,62.066326560430504,58,63.492022130704804,1.0,2.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.45288531775018,2,1551.7241379310344
16 L. Bucchi,31,67.14691943127963,57,61.02998673143921,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.991212856977683,1,1578.9473684210527
22 D. van den Heuvel,18,64.91292875989446,79,69.32016280602635,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.266540642722116,2,6962.025316455696
X. Blomme,20,63.676616911317716,69,62.429931231383044,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.20408163265306,2,6884.057971014493
B. Thompson,26,61.01479046836483,69,60.383055947511785,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.674874320303687,0,18840.579710144928
Rubén Pérez,33,67.33545108005083,75,65.173908441317,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.724403484408533,1,37333.333333333336
A. Kumar,25,51.946337283508086,57,57.541622218625356,1.0,4.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.469150482230148,0,2631.5789473684213
E. Ingram,19,61.01479046836483,73,65.35903559958402,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.604938271604937,2,5479.45205479452
E. Duarte,28,63.01687763726706,63,62.19578267850934,1.0,2.0,2.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.854405574103644,0,6746.0317460317465
21 A. García,20,62.066326560430504,62,62.70001458262104,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.386314277122523,2,1774.1935483870968
21 K. Lont,20,64.91292875989446,70,67.89795139629754,1.0,2.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.40750912892856,2,10357.142857142857
21 C. Aguirre,20,61.02175681842703,64,61.15747876877211,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0569347455645,2,3281.25
T. Roberts,23,60.63930181032972,75,65.67980239196696,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.148148148148145,0,32000.0
Mario Gaspar,31,67.33545108005083,78,67.20380525284023,2.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.76543209876543,1,128205.1282051282
22 K. Dohi,20,62.05960264900737,70,63.33065727788281,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.98765432098765,2,7142.857142857143
S. Thangmuansang,23,51.946337283508086,60,58.41098895007286,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.120623596247853,0,3000.0
J. Justvan,24,63.3562945368171,75,64.44387005707732,1.0,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.515086478979924,0,36000.0
D. Ólafsson,27,63.179176678080765,65,60.71427551264331,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.380434782608695,0,9615.384615384615
22 P. Carlstein,25,63.3562945368171,66,61.113156127497845,1.0,5.0,2.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.12619741774261,0,8712.121212121212
C. Roca,25,62.316666786185394,68,61.88828029322363,1.0,2.0,2.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.281746031746035,0,9558.823529411764
O. Jensen,20,62.14942553942687,71,61.58253803897784,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.6421929718633,2,7042.2535211267605
A. Oña,29,63.19097222222265,64,63.3483943138874,1.0,4.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.229061933586404,0,7812.5
H. Seferović,30,61.72667040085065,76,68.39654024267571,2.0,2.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.099722991689752,0,98684.21052631579
22 O. Midtskogen,25,60.14644351564082,58,60.26705852205278,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.523115368596418,0,2931.0344827586205
22 J. Clark,19,61.01479046836483,68,62.05494275374506,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.53061224489796,2,2941.176470588235
M. Pašalić,21,68.54471828358561,73,61.82988445945021,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.620287912158062,2,17808.219178082192
K. Barlow,19,57.3617886188073,58,61.00940387277416,1.0,2.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.282592106468055,2,1896.551724137931
José Gragera,22,67.33545108005083,78,64.49887886562917,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.163373273470786,0,33333.333333333336
10 E. Carrière,36,66.25481481481482,85,62.76436170212766,3.0,4.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.383941996057334,1,0.0
T. Hamed,33,66.78936170212766,75,63.57383833598289,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.458562375266975,1,37333.333333333336
J. Topalli,23,63.77169156211979,67,62.1555255941597,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.351742870076958,0,7835.820895522388
O. Drambaev,21,68.093975364973,70,62.103117910528816,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.205989773557338,2,12142.857142857143
16 N. Petković,29,67.0738741898177,68,64.10122158001477,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.305470559638533,0,9558.823529411764
22 O. Bukari,22,66.08789168660488,73,65.21986966372798,1.0,5.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.529411764705884,0,27397.260273972603
J. Vivar,23,63.19097222222265,74,63.3483943138874,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.872422819032593,0,21621.62162162162
B. Sosa,24,68.54471828358561,83,67.71838420538481,2.0,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.59143813091595,0,240963.85542168675
22 A. Ito,22,62.05960264900737,68,63.6132805857214,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.54788069073783,0,9926.470588235294
18 Wanderson,22,70.6844547563805,80,65.09813939731507,1.0,4.0,4.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.183673469387756,0,57500.0
O. Doumbia,30,65.76345303954568,71,59.88108378399876,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.857142857142858,0,22535.211267605635
E. Bove,20,67.14691943127963,82,70.52457758226807,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.983987603305785,2,35365.85365853659
Javi López,36,67.33545108005083,70,62.56114803056535,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.074074074074073,1,5000.0
21 R. Salcedo,30,63.24892703869952,66,63.06828836758784,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.837370242214536,0,10984.848484848484
A. Demir,25,62.149019607919676,56,63.2530583477573,1.0,2.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.714681440443215,0,1250.0
21 Raúl Martín,20,67.33545108005083,71,62.83868906362343,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.120623596247853,2,7394.366197183099
V. Myhra,25,60.14644351564082,73,61.582004590449856,1.0,3.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.97608672547561,0,19178.08219178082
T. Werner,26,63.3562945368171,84,69.54186541208713,3.0,4.0,3.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.456790123456788,0,452380.95238095237
J. Meerstadt,20,64.91292875989446,70,62.35792144260551,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.678806798473808,2,6785.714285714285
W. Hoedt,28,64.91292875989446,77,65.78418490750498,2.0,3.0,2.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.785875961973744,0,90909.09090909091
N. Musampa,20,64.91292875989446,72,62.87057894793829,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.47120876377142,2,11458.333333333334
22 C. Browne,19,57.3617886188073,59,56.17156268689598,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.897959183673468,2,1694.915254237288
J. Kluivert,23,64.91292875989446,81,70.52457758226807,1.0,4.0,4.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.30935640886966,0,141975.3086419753
22 K. Lomónaco,19,66.84351713859911,79,64.57984599915395,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.70138888888889,2,29113.92405063291
K. Mudau,27,64.09662648237592,70,64.42545520538775,1.0,2.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.282592106468055,0,21428.571428571428
D. Martínez,24,63.01687763726706,78,68.9661211391531,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.944088878154812,0,89743.58974358975
22 J. Clarke,17,61.01479046836483,76,62.033329326904436,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.299799895836188,2,7565.789473684211
21 B. Soto,19,61.02175681842703,69,63.40489257955822,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.723183391003463,2,3623.1884057971015
22 A. Polyarus,28,68.093975364973,63,62.49160382478285,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.15910864205237,0,7539.68253968254
Ł. Łakomy,21,59.81679389323986,77,61.95777388466104,1.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.114038033027075,2,18181.81818181818
O. Tipton,18,61.01479046836483,67,65.73204568071543,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.62162162162162,2,2537.313432835821
J. Egan,19,57.3617886188073,64,61.99537194894637,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.959094229364496,2,2812.5
M. Kowalski,16,59.81679389323986,75,60.79871674704407,1.0,2.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.038790269559502,2,4666.666666666667
C. Führich,24,63.3562945368171,78,67.71838420538481,1.0,4.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.36686914318855,0,76923.07692307692
22 E. Franco,20,63.24892703869952,72,63.09881752346183,1.0,2.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.291229956104985,2,15277.777777777777
F. Macheda,30,67.14691943127963,71,61.62375289510696,2.0,3.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.498173849525198,0,25352.11267605634
K. N'Mai,18,64.91292875989446,69,59.873676217397794,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.321428571428577,2,4710.144927536232
Han Jong Mu,19,55.45909092541449,68,59.455049169002386,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.847008520333322,2,3235.294117647059
21 Froilán,19,67.33545108005083,73,62.83868906362343,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.03840115928028,2,6849.315068493151
Paulo Vitor,23,70.6844547563805,72,63.97874080035366,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.030045351473927,0,18055.555555555555
J. Nišić,24,67.0738741898177,70,61.95495006175924,1.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.66270867247598,0,12142.857142857143
Danilo,26,70.6844547563805,74,69.41693076825665,1.0,3.0,3.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.34029706557179,0,27027.027027027027
19 P. Čech,36,69.67188274022317,81,71.10542411563202,4.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.427738442315704,1,29629.62962962963
S. Fish,18,60.63930181032972,63,61.170011286799756,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.221453287197235,2,2698.4126984126983
21 A. Stanley,18,61.01479046836483,70,60.83235887794224,1.0,5.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.351541373715524,2,3428.5714285714284
19 Z. Hakeem,19,61.01479046836483,65,60.6934528831833,1.0,3.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.37120869171571,2,2000.0
İ. Çelik,18,62.149019607919676,76,65.38403734956051,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.04744562130375,2,4605.263157894737
N. Cozza,23,66.25481481481482,81,67.21807340046229,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.724403484408533,0,98765.43209876544
M. Lewandowski,23,59.81679389323986,65,61.4237441319402,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.735308416025617,0,5000.0
R. Thorkelsson,20,63.179176678080765,69,62.43031982348721,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.785875961973744,2,6159.420289855072
22 C. Thompson,20,57.3617886188073,62,60.80269974487577,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.38868655818771,2,4032.2580645161293
W. Smallbone,22,57.3617886188073,77,64.07021676025643,1.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.381569714992146,0,29870.12987012987
22 F. Ventura,21,63.19097222222265,70,63.36990922281085,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.808797045267237,2,10000.0
B. Assombalonga,29,66.00052942000235,71,65.38403734956051,1.0,3.0,3.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.2162533116282,0,26760.563380281692
S. Gassama,27,66.44953844859191,70,67.0047498651281,1.0,3.0,2.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.635368550712467,0,22857.14285714286
