Name,Age,Nationality,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height,Weight,Release Clause
A. Fletcher,26,England,72,Watford,1800000.0,21000.0,1.0,2.0,3.0,Medium/ Low,Normal,SUB,Permanent,188,78,3600000.0
Raúl Albiol,36,Spain,82,Villarreal CF,5500000.0,30000.0,3.0,3.0,2.0,Low/ High,Lean,RCB,Permanent,190,82,11600000.0
21 N. Esteche,20,Paraguay,65,Club Guaraní,350000.0,500.0,1.0,3.0,3.0,High/ Medium,Stocky,SUB,Permanent,180,80,823000.0
Paulinho,25,Brazil,76,Al Fayha,3200000.0,23000.0,1.0,3.0,3.0,High/ High,Normal,SUB,"<a href=""/team/111674/al-shabab/"">Al Shabab</a>",177,71,0.0
Rubén Iranzo,19,Spain,80,Valencia CF,1200000.0,3000.0,1.0,3.0,2.0,Low/ High,Lean,RES,Permanent,182,69,3300000.0
22 J. Amon,22,United States,71,FC Nordsjælland,1200000.0,3000.0,1.0,2.0,3.0,Medium/ Low,Normal,RES,Permanent,175,71,1700000.0
21 U. Yıldız,17,Turkey,73,Fenerbahçe SK,400000.0,500.0,1.0,3.0,2.0,Low/ Low,Lean,RES,Permanent,181,74,1000000.0
B. Hussein,22,Sweden,78,AIK,3800000.0,5000.0,1.0,3.0,3.0,Medium/ Medium,Lean,LCM,Permanent,175,70,5500000.0
B. Filip,22,Romania,58,FC Botoşani,120000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,71,186000.0
V. Schwab,18,Germany,70,SV Sandhausen,300000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,191,73,668000.0
D. Spence,21,England,84,Tottenham Hotspur,12000000.0,44000.0,1.0,3.0,3.0,High/ High,Lean,SUB,Permanent,184,71,25200000.0
A. Benedyczak,21,Poland,79,Parma,1800000.0,1000.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,Permanent,191,78,4000000.0
A. Plea,29,France,78,Borussia Mönchengladbach,14000000.0,35000.0,2.0,3.0,4.0,High/ Medium,Normal,LM,Permanent,181,79,23800000.0
21 N. Kouter,26,Slovenia,67,Unknown,0.0,0.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,173,70,0.0
Derik Lacerda,22,Brazil,72,SD Ponferradina,1300000.0,2000.0,1.0,2.0,2.0,Medium/ Low,Lean,SUB,Permanent,191,83,2300000.0
22 Manuel Galán,22,Spain,70,SD Huesca,475000.0,2000.0,1.0,3.0,2.0,Low/ Medium,Normal,RES,Permanent,182,74,855000.0
A. Sambi Lokonga,22,Belgium,83,Arsenal,12500000.0,55000.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,Permanent,183,73,26300000.0
22 E. Ayón,20,Mexico,69,Club Tijuana,550000.0,3000.0,1.0,3.0,2.0,Medium/ Low,Lean,RES,Permanent,188,71,1000000.0
22 E. Quinteros,21,Argentina,69,Godoy Cruz,425000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,175,70,701000.0
22 K. Kurt,19,Germany,71,Borussia Mönchengladbach,825000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,174,69,1600000.0
N. Barrios,24,Argentina,73,San Lorenzo de Almagro,2000000.0,7000.0,1.0,3.0,4.0,Medium/ Medium,Normal,LW,Permanent,156,58,3200000.0
21 J. Jones,26,Northern Ireland,61,Salford City,275000.0,3000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,185,76,502000.0
F. Torsiello,17,Italy,70,SV Darmstadt 98,300000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,73,668000.0
22 L. Chávez,21,Peru,70,Club Universitario de Deportes,900000.0,500.0,1.0,3.0,3.0,High/ Medium,Lean,RES,Permanent,175,71,2100000.0
R. El Khamali,20,France,67,Dijon FCO,325000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,183,68,634000.0
C. Wooh,20,Cameroon,77,Racing Club de Lens,2500000.0,8000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,191,90,5300000.0
T. Ndombele,25,France,82,Tottenham Hotspur,23000000.0,85000.0,1.0,3.0,4.0,Low/ Low,Unique,RES,Permanent,179,76,45400000.0
22 A. Milambo,16,Netherlands,80,Feyenoord,1000000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,Permanent,179,65,2000000.0
J. Dubasin,22,Belgium,71,Albacete BP,550000.0,1000.0,1.0,3.0,4.0,Medium/ Medium,Lean,SUB,Permanent,180,75,963000.0
I. Kohl,19,Germany,69,Sportclub Verl,375000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,186,81,619000.0
22 K. Inoue,22,Japan,69,Oita Trinita,775000.0,1000.0,1.0,3.0,2.0,High/ Low,Normal,RES,Permanent,170,65,1100000.0
A. Nilsson,19,Sweden,75,Sandefjord Fotball,575000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,LCM,Permanent,178,72,1100000.0
Diego Rosa,19,Brazil,79,FC Vizela,2400000.0,18000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,"<a href=""/team/10/manchester-city/"">Manchester City</a>",178,70,0.0
T. Deniz,28,Germany,62,Hallescher FC,400000.0,1000.0,1.0,4.0,3.0,High/ Medium,Normal,LCM,Permanent,184,72,580000.0
A. Gryszkiewicz,22,Poland,73,SC Paderborn 07,1600000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,185,83,2900000.0
22 K. Spinelli,18,Italy,64,Accrington Stanley,110000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,188,67,261000.0
22 Juanpe,20,Spain,70,AD Alcorcón,475000.0,850.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,185,74,831000.0
22 Vaquero,17,Spain,81,Real Zaragoza,775000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,184,76,2000000.0
A. Bodart,24,Belgium,76,Standard de Liège,2300000.0,7000.0,1.0,2.0,1.0,Medium/ Medium,Normal,GK,Permanent,186,81,3600000.0
J. Pastore,33,Argentina,76,Elche CF,4700000.0,20000.0,3.0,4.0,4.0,High/ Low,Lean,SUB,Permanent,187,78,9900000.0
D. Romero,21,Ecuador,67,LDU Quito,475000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,177,68,1100000.0
Cucurella,23,Spain,85,Chelsea,34500000.0,90000.0,1.0,3.0,3.0,High/ High,Normal,SUB,Permanent,172,66,66400000.00000001
Z. Ibsen Rossi,21,England,75,Cambridge United,1100000.0,1000.0,1.0,4.0,2.0,Medium/ High,Normal,SUB,Permanent,194,83,2100000.0
22 Park Geon Woo,19,Korea Republic,60,Pohang Steelers,100000.0,600.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,171,70,145000.0
E. Kara,26,Austria,76,Orlando City Soccer Club,4000000.0,8000.0,1.0,3.0,2.0,Medium/ Medium,Normal,ST,Permanent,192,89,6300000.0
A. Campbell,23,Scotland,76,Luton Town,2500000.0,16000.0,1.0,3.0,2.0,High/ High,Normal,CDM,Permanent,175,74,5300000.0
O. Schönfelder,21,Germany,74,SSV Jahn Regensburg,1100000.0,4000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,"<a href=""/team/38/sv-werder-bremen/"">SV Werder Bremen</a>",182,74,0.0
A. Cayetano,22,Uruguay,74,Liverpool Fútbol Club,1500000.0,500.0,1.0,2.0,2.0,High/ Medium,Normal,LB,Permanent,179,77,3500000.0
Cristhian Mosquera,18,Spain,82,Valencia CF,2000000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,188,79,5500000.0
Thiago,21,Brazil,64,Houston Dynamo,275000.0,950.0,1.0,2.0,3.0,Medium/ Medium,Normal,RES,Permanent,170,78,454000.0
22 T. Kondo,20,Japan,65,Yokohama FC,275000.0,600.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,172,64,399000.0
A. Georgiou,25,Cyprus,64,Leyton Orient,400000.0,3000.0,1.0,2.0,3.0,High/ Medium,Normal,SUB,Permanent,179,73,730000.0
A. Gilbert,20,Republic of Ireland,70,Brentford,500000.0,6000.0,1.0,4.0,2.0,Medium/ Medium,Lean,RES,Permanent,183,64,1100000.0
L. Reis,22,Netherlands,78,Hamburger SV,3800000.0,9000.0,1.0,2.0,3.0,Medium/ High,Normal,RCM,Permanent,178,78,6800000.0
22 J. Lozano,18,Colombia,69,Club Independiente Santa Fe,375000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Lean,RCM,Permanent,170,68,581000.0
C. Tourish,27,Republic of Ireland,58,Finn Harps,140000.0,500.0,1.0,3.0,2.0,Low/ High,Lean,RCB,Permanent,188,82,228000.0
V. Davidsen,30,Faroe Islands,62,Helsingborgs IF,350000.0,750.0,1.0,3.0,2.0,Medium/ Medium,Normal,LB,Permanent,178,72,438000.0
L. Stergiou,20,Switzerland,84,FC St. Gallen 1879,2500000.0,3000.0,1.0,3.0,2.0,Low/ Medium,Normal,SUB,Permanent,180,75,5200000.0
J. Siebert,20,Germany,76,Viktoria Köln,1500000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,"<a href=""/team/110636/fortuna-dusseldorf/"">Fortuna Düsseldorf</a>",193,86,0.0
T. Pukki,32,Finland,75,Norwich City,4600000.0,43000.0,1.0,3.0,3.0,High/ High,Normal,RS,Permanent,180,80,8700000.0
Borja Garcés,22,Spain,77,CD Tenerife,3200000.0,20000.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,"<a href=""/team/240/atletico-de-madrid/"">Atlético de Madrid</a>",183,71,0.0
V. Berisha,28,Norway,73,Hammarby IF,3100000.0,8000.0,1.0,3.0,3.0,High/ Medium,Stocky,ST,Permanent,175,75,3900000.0
22 K. Moore,17,England,76,Leeds United,375000.0,500.0,1.0,3.0,2.0,Low/ Medium,Normal,RES,Permanent,185,78,947000.0
22 Acín,20,Spain,69,Real Zaragoza,475000.0,850.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,183,77,855000.0
22 A. Pettifer,17,England,65,Bolton Wanderers,130000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,177,70,309000.0
A. Marcucci,23,Italy,70,Urbs Reggina 1914 ,875000.0,600.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,175,72,1500000.0
M. El Ghezouani,24,Morocco,66,Elche CF,450000.0,3000.0,1.0,3.0,3.0,Medium/ Low,Normal,RES,Permanent,185,80,1000000.0
Liang Shaowen,20,China PR,70,Beijing Guoan FC,230000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,187,78,500000.0
M. Catalán,29,Argentina,72,Club Atlético Talleres,2000000.0,11000.0,1.0,2.0,2.0,High/ Medium,Normal,RCB,Permanent,182,78,3000000.0
M. Mata,21,New Zealand,67,Sligo Rovers,500000.0,500.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,186,81,875000.0
H. Smolčić,21,Croatia,80,Eintracht Frankfurt,2900000.0,8000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,185,80,5500000.0
A. Leathers,20,England,67,Wycombe Wanderers,210000.0,1000.0,1.0,3.0,2.0,High/ Medium,Lean,RES,Permanent,185,75,499000.0
L. Stankovski,19,North Macedonia,75,Gazişehir Gaziantep F.K.,950000.0,2000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,190,76,2500000.0
C. Vidal,22,France,75,AC Ajaccio,2000000.0,7000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,181,76,4400000.0
G. Higuaín,34,Argentina,75,Inter Miami CF,2700000.0,10000.0,4.0,4.0,3.0,Low/ Low,Unique,ST,Permanent,186,89,4099999.9999999995
22 M. Jonjić,30,Croatia,74,Cerezo Osaka,3500000.0,8000.0,1.0,3.0,2.0,Medium/ High,Normal,LCB,Permanent,187,83,4400000.0
Pep Chavarría,24,Spain,76,Real Zaragoza,2700000.0,4000.0,1.0,2.0,3.0,High/ High,Normal,LB,Permanent,174,72,4900000.0
B. Reeves,30,Northern Ireland,62,Gillingham,375000.0,3000.0,1.0,3.0,3.0,High/ Medium,Lean,SUB,Permanent,172,67,656000.0
K. Dembélé,19,England,79,Stade Brestois 29,1700000.0,4000.0,1.0,3.0,4.0,High/ Medium,Lean,SUB,Permanent,168,65,4500000.0
L. Cass,22,England,75,Port Vale,925000.0,1000.0,1.0,3.0,2.0,High/ Medium,Lean,RCB,Permanent,186,74,2200000.0
20 D. Stuardo,20,Chile,59,CD Universidad de Concepción,40000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,179,70,62000.0
S. Lukić,25,Serbia,80,Torino F.C.,14000000.0,40000.0,1.0,3.0,3.0,Medium/ Medium,Normal,LCM,Permanent,183,77,26300000.0
22 P. Giannotti,22,Italy,68,Crotone,550000.0,600.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,170,66,963000.0
22 J. Ayoví,19,Ecuador,77,Guayaquil City FC,600000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,RB,Permanent,170,68,1700000.0
22 J. McGlynn,18,Scotland,62,Burnley,120000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,180,70,252000.0
22 C. Angulo,20,Ecuador,63,Independiente del Valle,325000.0,500.0,1.0,3.0,3.0,High/ Low,Normal,RES,Permanent,174,67,739000.0
S. Morlaye,23,Guinea,72,FC Arouca,1700000.0,3000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,170,67,3600000.0
22 R. Lowe,17,England,64,Colchester United,210000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,182,70,410000.0
21 D. Roethof,19,Netherlands,70,ADO Den Haag,450000.0,800.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,189,76,330000.0
W. González,28,Colombia,68,Hermanos Colmenarez,1200000.0,500.0,1.0,3.0,3.0,High/ Medium,Normal,RCM,Permanent,178,75,2600000.0
P. Jameson,29,England,58,Harrogate Town,140000.0,1000.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,191,84,245000.0
20 Jeon Hyeon Geun,22,Korea Republic,58,Seongnam FC,50000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,173,67,73000.0
22 S. Hammershaug,20,Norway,67,Strømsgodset IF,250000.0,700.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,183,75,469000.0
M. Nasti,18,Italy,67,Cosenza,190000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,RES,Permanent,179,72,413000.0
J. Grealish,26,England,85,Manchester City,49500000.0,185000.0,3.0,3.0,4.0,High/ Medium,Unique,LW,Permanent,180,81,95300000.0
21 B. Balint,20,Romania,67,CSM Politehnica Iași,300000.0,950.0,1.0,2.0,2.0,Medium/ High,Normal,RES,Permanent,180,74,202000.0
M. Camara,19,Senegal,69,Racing Club de Lens,475000.0,3000.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,185,71,998000.0
21 P. Caro,21,Colombia,65,Llaneros de Guanare Escuela de Fútbol,375000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,178,76,881000.0
J. Clauss,29,France,80,Olympique de Marseille,18500000.0,45000.0,1.0,3.0,3.0,High/ High,Lean,RM,Permanent,178,69,35200000.0
22 A. Mourid,21,Morocco,70,CD Leganés,475000.0,1000.0,1.0,3.0,2.0,Medium/ High,Normal,RES,Permanent,182,77,855000.0
J. Gorter,22,Netherlands,82,Ajax,3600000.0,6000.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,190,81,5800000.0
22 T. Kiss,20,Hungary,79,SC Cambuur,2100000.0,2000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,167,58,4400000.0
L. Isherwood,19,England,64,Accrington Stanley,240000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,RES,Permanent,193,76,468000.0
22 E. Recalde,25,Ecuador,67,9 de Octubre,525000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,187,81,1200000.0
Park Chan Yong,26,Korea Republic,63,Pohang Steelers,275000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,188,80,364000.0
22 T. Zajíc,24,Czech Republic,69,Zagłębie Lubin,1000000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,181,80,1400000.0
21 K. Peralta,23,Ecuador,73,Club Deportivo El Nacional,1500000.0,500.0,1.0,2.0,2.0,Medium/ Low,Lean,RB,Permanent,189,79,3500000.0
K. O'Sullivan,22,Republic of Ireland,66,Sligo Rovers,325000.0,500.0,1.0,2.0,2.0,High/ High,Lean,RM,Permanent,175,70,569000.0
T. Simpson,20,England,73,Ipswich Town,1100000.0,3000.0,1.0,3.0,2.0,High/ Low,Stocky,RES,Permanent,186,81,2100000.0
22 J. Ortiz,39,Bolivia,64,Club Deportivo Jorge Wilstermann,130000.0,500.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,173,79,280000.0
I. Diawara,27,Mali,69,Malmö FF,850000.0,2000.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,194,93,1200000.0
22 K. Torstensson,17,Sweden,67,Degerfors IF,100000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,180,73,188000.0
O. Boussaid,22,Belgium,74,FC Utrecht,1900000.0,6000.0,1.0,4.0,3.0,Medium/ Medium,Lean,CAM,Permanent,168,62,3200000.0
S. Andreou,19,Cyprus,78,Royal Charleroi S.C.,1900000.0,2000.0,1.0,3.0,2.0,Low/ High,Normal,SUB,Permanent,188,78,3200000.0
R. van Ekeris,19,Netherlands,71,FC Emmen,525000.0,950.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,180,75,866000.0
20 D. Valencia,28,Colombia,63,Alianza Petrolera,300000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,187,83,428000.0
Álex Pozo,23,Spain,79,Unión Deportiva Almería,4500000.0,14000.0,1.0,3.0,3.0,High/ Low,Lean,RB,Permanent,173,62,10800000.0
D. Bauer,19,Germany,66,SV Wehen Wiesbaden,300000.0,700.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,189,86,495000.0
22 G. Donsah,25,Ghana,75,Yeni Malatyaspor,2300000.0,8000.0,1.0,3.0,3.0,Medium/ High,Normal,RCM,Permanent,174,70,4700000.0
F. Armani,35,Argentina,79,River Plate,1900000.0,10000.0,1.0,3.0,1.0,Medium/ Medium,Stocky,SUB,Permanent,189,88,2700000.0
J. Stark,21,Germany,68,SC Freiburg II,500000.0,650.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,183,73,825000.0
T. Somers,23,Belgium,75,KSV Cercle Brugge,2400000.0,6000.0,1.0,4.0,3.0,High/ High,Lean,RW,Permanent,178,77,4000000.0
T. Leibold,28,Germany,74,Hamburger SV,3800000.0,13000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,174,72,6100000.0
J. Dehm,26,Germany,71,Hannover 96,1500000.0,10000.0,1.0,3.0,3.0,Medium/ High,Normal,RB,Permanent,181,73,2500000.0
A. Schott,22,Argentina,74,Club Atlético Colón,1800000.0,5000.0,1.0,4.0,3.0,High/ High,Normal,SUB,"<a href=""/team/112670/club-atletico-talleres/"">Club Atlético Talleres</a>",174,69,0.0
J. Lobatón,24,Peru,66,Sport Boys,650000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,Permanent,187,77,1400000.0
22 M. Montenegro,22,Argentina,66,Club Atlético Central Córdoba,375000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,181,77,619000.0
Miguel Reisinho,23,Portugal,71,Boavista FC,1200000.0,3000.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,184,78,2800000.0
22 S. Spence,20,Wales,63,Bristol Rovers,325000.0,6000.0,1.0,3.0,2.0,High/ Medium,Normal,RES,"<a href=""/team/1799/crystal-palace/"">Crystal Palace</a>",178,77,0.0
F. Sbuttoni,33,Argentina,67,Club Atlético Central Córdoba,475000.0,5000.0,1.0,2.0,2.0,Low/ High,Normal,LCB,Permanent,190,87,689000.0
22 Kim Dong Gook,17,Korea Republic,64,Jeju United FC,110000.0,500.0,1.0,2.0,3.0,Medium/ Medium,Normal,RES,Permanent,178,67,206000.0
K. Jameson,23,England,63,Tranmere Rovers,240000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,183,79,468000.0
22 A. McFadden,22,United States,64,Atlanta United,325000.0,1000.0,1.0,4.0,3.0,High/ High,Normal,SUB,Permanent,175,72,553000.0
A. Szalai,24,Hungary,82,Fenerbahçe SK,11000000.0,44000.0,1.0,3.0,2.0,High/ High,Normal,LCB,Permanent,192,83,23100000.0
E. Aiwu,21,Austria,77,US Cremonese,2100000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,185,77,4200000.0
D. Edvardsson,20,Sweden,68,IFK Värnamo,220000.0,1000.0,1.0,3.0,2.0,High/ High,Lean,RES,"<a href=""/team/320/malmo-ff/"">Malmö FF</a>",174,60,0.0
18 R. Shekari,19,Iran,79,Rubin Kazan,650000.0,5000.0,1.0,4.0,3.0,High/ Medium,Lean,SUB,Permanent,187,85,1400000.0
G. Fella,28,Italy,65,Palermo,725000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,177,75,1100000.0
E. Omić,19,Austria,76,RZ Pellets Wolfsberger AC,900000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,185,75,1900000.0
22 J. Corozo,25,Ecuador,73,Delfín Sporting Club,2800000.0,700.0,1.0,4.0,4.0,High/ Medium,Lean,LM,Permanent,176,63,6200000.0
F. Bundgaard,17,Denmark,78,Randers FC,625000.0,500.0,1.0,3.0,3.0,High/ Medium,Lean,SUB,Permanent,176,62,1200000.0
L. Traoré,21,Burkina Faso,84,Shakhtar Donetsk,9500000.0,750.0,1.0,3.0,3.0,High/ Medium,Stocky,SUB,Permanent,182,90,22800000.0
H. Boudaoui,22,Algeria,82,OGC Nice,12000000.0,33000.0,1.0,3.0,3.0,Medium/ High,Lean,SUB,Permanent,175,61,25200000.0
M. Dackers,19,Wales,66,Salford City,300000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,201,93,585000.0
J. Moder,23,Poland,83,Brighton & Hove Albion,9000000.0,39000.0,1.0,5.0,3.0,Medium/ Medium,Lean,SUB,Permanent,188,78,18900000.0
22 F. Fofana,18,Netherlands,83,PSV,1500000.0,2000.0,1.0,5.0,3.0,High/ Medium,Stocky,RES,Permanent,188,78,3000000.0
22 H. Jones,17,Wales,68,Swansea City,190000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,178,68,480000.0
D. Vida,33,Croatia,76,AEK Athens,3600000.0,1000.0,3.0,3.0,2.0,Medium/ High,Lean,SUB,Permanent,184,78,7900000.0
21 Lucas Rodrigues,20,Brazil,65,Club Plaza de Deportes Colonia,350000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,178,74,823000.0
M. Pagliuca,20,Italy,71,Bologna,550000.0,4000.0,1.0,4.0,2.0,Medium/ Medium,Normal,RES,Permanent,188,75,1000000.0
15 A. Dereli,33,Turkey,63,Demir Grup Sivasspor,140000.0,3000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,173,72,0.0
R. Schallenberg,23,Germany,76,SC Paderborn 07,2600000.0,11000.0,1.0,2.0,2.0,Medium/ High,Lean,CDM,Permanent,185,76,4400000.0
J. Rodriguez,32,England,74,Burnley,3400000.0,40000.0,2.0,4.0,3.0,High/ Medium,Lean,SUB,Permanent,185,84,6500000.0
21 J. Davidson,18,Venezuela,68,Zamora Fútbol Club,300000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,RCB,Permanent,169,55,705000.0
Lucas Moura,29,Brazil,80,Tottenham Hotspur,20500000.0,105000.0,3.0,4.0,4.0,Medium/ Medium,Unique,SUB,Permanent,174,70,39000000.0
K. Tierney,25,Scotland,85,Arsenal,33000000.0,82000.0,2.0,3.0,3.0,High/ High,Normal,SUB,Permanent,178,70,65200000.0
22 N. Contreras,21,Venezuela,72,Deportivo Táchira FC,850000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,173,63,2000000.0
22 P. Pavlyuchenko,23,Belarus,68,Bruk-Bet Termalica Nieciecza,500000.0,1000.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,194,88,775000.0
T. Corbeanu,20,Canada,78,Blackpool,1700000.0,14000.0,1.0,5.0,3.0,High/ Medium,Lean,SUB,"<a href=""/team/110/wolverhampton-wanderers/"">Wolverhampton Wanderers</a>",188,77,0.0
22 Y. Bolasie,32,Congo DR,71,Çaykur Rizespor,1500000.0,10000.0,2.0,3.0,5.0,High/ Low,Normal,SUB,Permanent,185,84,3000000.0
A. Alese,21,England,76,Sunderland,750000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,190,77,1900000.0
22 B. Mansilla,24,Argentina,73,Platense,1800000.0,7000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,"<a href=""/team/101085/racing-club/"">Racing Club</a>",180,81,0.0
M. Eerdhuijzen,21,Netherlands,73,Sparta Rotterdam,1200000.0,2000.0,1.0,4.0,2.0,Medium/ High,Normal,SUB,Permanent,191,78,2000000.0
E. Taborga,20,Bolivia,69,Club Always Ready,675000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,178,66,1600000.0
20 L. Díaz,20,Chile,66,CD Universidad de Concepción,140000.0,550.0,1.0,2.0,2.0,Medium/ Medium,Lean,LB,Permanent,176,67,217000.0
22 J. Oksanen,20,Finland,72,Brentford,1000000.0,6000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,184,72,2200000.0
11 D. Domi,32,France,74,New England Revolution,0.0,0.0,2.0,3.0,2.0,N/A/ N/A,Normal,LB,Permanent,179,69,0.0
J. Ibáñez,25,Argentina,68,Arsenal de Sarandí,950000.0,3000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,178,72,1400000.0
21 A. Araújo,26,Ecuador,62,Club Social y Deportivo Macará,425000.0,3000.0,1.0,2.0,2.0,High/ Medium,Normal,SUB,Permanent,175,70,914000.0
21 M. Fabbro,24,Italy,71,Chievo Verona,1300000.0,1000.0,1.0,4.0,3.0,High/ Medium,Normal,SUB,Permanent,174,71,2200000.0
J. Ondrejka,19,Sweden,74,IF Elfsborg,1000000.0,850.0,1.0,3.0,3.0,Medium/ Medium,Lean,LW,Permanent,180,70,1500000.0
A. Baldi,20,Argentina,78,Club Atlético Tigre,1100000.0,2000.0,1.0,3.0,2.0,Medium/ High,Lean,SUB,Permanent,188,75,2300000.0
Y. Pandor,21,Comoros,67,Racing Club de Lens,450000.0,2000.0,1.0,2.0,1.0,Medium/ Medium,Lean,RES,Permanent,178,79,945000.0
21 B. Šabani,20,Germany,71,FC Emmen,525000.0,850.0,1.0,4.0,3.0,Medium/ Medium,Stocky,RES,Permanent,178,71,866000.0
